GRF Observations - Ctrl,GRF Observations - Post
51.74927,39.13037
39.13047,39.65774
39.65774,36.97938
186.2379,41.56359
36.97938,41.61202
51.87207,45.1001
45.10003,48.49623
0,69.40642
69.40648,77.88009
77.88045,84.87119
0.3605663,90.81712
45.80494,97.96619
97.96603,95.11866
95.11851,98.22158
98.22137,96.80201
96.80197,94.0015
94.00115,92.49249
92.49245,86.98133
86.98095,84.91473
29.58189,78.60233
78.60253,76.86985
76.87048,71.78596
71.78694,71.13935
4.384727,72.17999
129.6378,72.57247
72.57417,64.13918
64.14009,66.74038
66.74132,63.21113
63.21164,67.08421
67.08488,66.19282
66.19315,70.80606
1370.962,69.08711
69.08724,73.51826
176.2416,70.01839
73.51872,72.69079
72.691,71.00977
71.00977,77.40646
77.40642,79.04025
176.6718,81.911
81.911,77.67017
79.0403,78.57301
177.5041,77.11532
78.57301,78.29192
178.0695,75.09601
75.09633,74.90715
78.29218,73.0686
178.4665,73.34505
73.34533,72.53783
72.53823,70.99648
70.99677,69.9416
69.94196,67.90266
73.07085,67.93369
67.93401,65.61015
179.3012,66.91361
66.91405,65.30138
65.61118,68.85151
178.5638,67.93484
67.93633,72.49825
68.85447,70.89705
1.718794,87.73292
87.73574,84.7504
303.3851,104.927
165.0733,100.8046
100.8097,101.9491
104.9352,99.22751
170.4423,100.5276
99.23404,99.11013
1974.81,84.22711
88.77792,107.4378
107.4484,255.419
190.6471,263.2547
255.4451,186.9672
301.3631,129.5034
129.4897,161.2856
179.0396,178.1545
161.2583,121.5949
121.5802,98.28484
98.28103,108.2417
108.2403,101.2548
3911.1,64.15999
2849.095,57.15903
57.15974,71.67094
71.66691,71.28496
71.28283,72.66371
85.58184,80.42168
80.42103,70.44225
3042.938,72.7551
9.761058,67.45171
138.743,74.77876
74.77906,73.21069
73.21088,74.41708
74.41729,72.54572
72.54578,73.26852
188.2024,81.9762
389.3653,96.18049
3400.586,93.8603
96.18021,95.77906
341.6668,106.9382
106.936,108.6485
108.6475,104.3936
104.3902,105.2533
105.2516,101.9761
101.9717,103.1267
142.1744,121.6691
4367.351,122.655
113.9861,119.7054
119.6995,118.7843
118.7808,115.0888
115.0835,115.0075
115.0047,115.785
115.7818,116.2033
116.2015,118.8805
1967.448,117.1495
118.8771,119.6396
119.6386,116.5014
2230.447,112.7719
112.77,96.04265
96.03945,82.7835
189.819,99.41203
99.40921,95.74615
37.56131,102.251
95.74725,126.0949
126.0967,116.4912
116.4912,108.2559
91.63363,109.7952
108.2579,144.907
345.1581,146.139
4589.232,166.097
166.1032,153.6174
153.62,151.1867
151.1928,140.1386
140.1407,138.6537
0,130.7519
130.7533,126.9135
126.9169,121.625
121.6256,119.2765
119.2796,115.502
115.5019,118.3011
0,115.0442
115.0437,119.8214
0,115.5376
115.5368,118.4927
118.4948,114.8779
114.8768,117.0881
2383.624,78.42274
78.40906,111.5039
66.51699,229.7103
644.9881,164.9715
2677.763,121.6822
149.019,146.0318
121.6792,138.9903
138.9889,132.22
132.2205,111.0405
111.0409,93.18917
93.18935,91.5209
0.2809811,95.5368
133.9975,80.32288
80.32271,73.78687
73.78651,65.79142
65.79147,62.35306
62.35273,54.95262
54.95264,55.68739
106.4803,51.85277
55.68674,58.05447
58.05384,55.48961
55.4895,64.87135
89.25868,54.65499
54.65502,65.7627
41.16481,70.87459
70.87455,84.42661
84.42657,80.95728
80.95722,88.29395
88.29389,84.15456
84.15453,85.67517
112.2029,93.33549
93.33546,90.4566
90.45638,86.2765
153.7142,80.4921
86.27645,77.27193
77.27191,71.00539
71.00515,70.16898
70.16898,67.04053
67.04044,66.78149
66.78149,66.77595
66.77592,68.18511
68.1851,69.74143
69.74141,71.77937
71.77937,72.8531
72.85308,74.67476
74.67477,74.46385
74.46384,75.80496
75.80496,74.53022
74.53028,75.33724
75.33725,73.70358
73.70377,74.12476
74.12481,72.72356
72.7239,72.8822
72.8823,72.3393
163.1696,71.57489
72.34026,72.50234
72.50291,71.97292
71.9731,74.16399
74.16434,73.18949
73.18964,75.08765
158.1206,73.1552
75.08829,75.31772
75.31804,73.07728
73.07742,76.22952
153.7193,74.80733
74.80762,78.07355
78.07384,76.37555
76.23057,79.73966
150.2116,78.10489
78.10532,81.65479
28.21675,111.3716
111.3719,114.7601
114.7601,111.731
111.7312,115.0558
115.0558,112.8059
112.8059,115.7158
115.7159,113.6831
113.683,116.0817
116.0818,114.3534
114.3534,115.4052
115.4052,113.6211
113.6211,112.3924
81.67486,81.81692
244.6499,116.0105
338.6151,287.7878
287.7845,271.5775
271.5787,159.5944
159.6009,137.2314
137.2209,170.1285
170.1289,151.8837
151.878,119.5865
119.5856,105.885
2721.973,55.87849
55.87809,69.94831
69.94635,69.59875
69.59696,69.86546
69.86441,69.49375
103.6155,65.57906
175.1998,68.93823
